MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,FBLN1,CCN2,CCNDBP1,NAIF1
MPO,LTF,GSK3A,HNRNPU,UCN,CRHR2
MPO,APOA1,JAK2,PTPN6,FLOT1
MPO,APOA1,JAK2,PTPN6,STK17A
MPO,LTF,NTRK1,BAIAP2,MC2R
MPO,LTF,NTRK1,BAIAP2,AQP6,TSPO2
MPO,CAT,CCDC8,COPB1
MPO,APOA1,FBLN1,CCN2
MPO,CAT,NFKB1,GLUL
MPO,APOA1,JAK2,PTPN6,GRK2
MPO,APOA1,JAK2,PTPN6,AGPAT3
MPO,APOA1,APOE,ST13,GPR37L1
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,JAK2,PTPN6,TMPRSS11E
MPO,CAT,RAB14,TMED10
MPO,LTF,ITLN1,DHRS7B,VARS2,AMACR
MPO,ELANE,THBS1,PSG11
MPO,LTF,OASL,HSPA6,MPP2
MPO,APOA1,FN1,COL1A1,CCDC124
MPO,APOA1,NAXE,RHOA,PREX2
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,CHD3,ATAD5,TRIM16
MPO,CAT,ABL1,WNK2
MPO,LTF,CEBPA,C1QBP
MPO,APOA1,JAK2,PTPN6,LIFR
MPO,LTF,NTRK1,BAIAP2,SLC8A1
MPO,CAT,ABL1,WNK2,PLA2G4C
MPO,ELANE,MIB2
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,ABL1,WNK2,EPS8L3
MPO,APOA1,JAK2,PTPN6,ROBO3
MPO,PRTN3,SMAD3,LDLRAD4,SLC3A1
MPO,APOA1,JAK2,PTPN6,CLCN2
MPO,LTF,TMEM237,ARF6,LRP12,NMRK2
MPO,APOA1,JAK2,PTPN6,SLAMF6,FPGT,NLN
MPO,APOA1,JAK2,PTPN6,TGFBR2
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,DECR2,TMPRSS5,NAA30,NAA35
MPO,MPO-ANCA,ROS,SNCA,GABBR2
MPO,APOA1,JAK2,PTPN6,FNBP1
MPO,APOA1,JAK2,PTPN6,VPS4B
MPO,LTF,SLITRK2,NRAS,BTN3A1
MPO,APOA1,ABCA1,AOX1,GPC4
MPO,APOA1,FBLN1,CCN2
MPO,LTF,GSK3A,HNRNPU,EHD3
MPO,CAT,HDAC2,USP17L2,MS4A2
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,GSK3A,HNRNPU,RDH8
MPO,APOA1,JAK2,PTPN6,PCDHB14
MPO,LTF,GSK3A,HNRNPU,CLDN3
MPO,APOA1,JAK2,PTPN6,SAT1
MPO,APOA1,JAK2,PTPN6,BTNL2
MPO,LTF,NTRK1,BAIAP2,SLC1A1
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,NTRK1,BAIAP2,ENTPD2
MPO,APOA1,TTR,CTNND2
MPO,APOA1,FBLN7,TUBB2B,DUOX2
MPO,CAT,SH2D3C,GSN
MPO,CAT,LRRK2,ZC3H15,SLC26A3
MPO,APOA1,NAXE,RHOA,LRRC8A
MPO,PRTN3,HSPA5,LOC102723407,SLC39A8
MPO,LTF,S100A8,RPL35A,ANKRD2,FCMR
MPO,APOA1,JAK2,PTPN6,PROM1
MPO,CAT,CFTR,PSMA2,HTR3E
MPO,CAT,CCDC8,COPB1
MPO,LTF,AEBP2,BTRC,SLC6A13
MPO,LTF,S100A9,PPP2R2A,RAB33A
MPO,LTF,GSK3A,HNRNPU,RNF146
MPO,LTF,NTRK1,BAIAP2,SLC2A8
MPO,LTF,GSK3A,HNRNPU,GRM7
MPO,PRTN3,CFP,NCR1
MPO,CAT,LRRK2,ZC3H15,MIGA1
MPO,LTF,S100A8,RPL35A,PLPP3
MPO,CAT,CCDC8
MPO,LTF,OASL,HSPA6,KLRC2,GALNT13,TREM1
MPO,APOA1,APOA2,MATN2,HPR,CD40LG
MPO,LTF,CHD4,EIF4G2,ZGPAT
MPO,CAT,RAB14,TMED10
MPO,LTF,GSK3B,SMARCA2,KNSTRN
MPO,CAT,RAB14,TMED10
MPO,CAT,ABL1,WNK2
MPO,LTF,NTRK1,BAIAP2,GPR52
MPO,LTF,GSK3B,SMARCA2,GRM2
MPO,APOA1,NAXE,RHOA,FMNL3
MPO,APOA1,APOB,MDM2,CAPRIN2
MPO,APOA1,APOE,ST13,CDHR5
MPO,LTF,NTRK1,BAIAP2,SAMHD1
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,GSK3A,HNRNPU,KLHL7
MPO,LTF,CHD4,EIF4G2,BLTP2
MPO,LTF,NTRK1,BAIAP2,CCR6
MPO,APOA1,JAK2,PTPN6,RELT
MPO,APOA1,JAK2,PTPN6,TRIP6
MPO,LTF,NTRK1,BAIAP2,PTN
MPO,APOA1,FBLN1,CCN2,TNFRSF11B
MPO,LTF,GSK3A,HNRNPU,SYTL1
MPO,APOA1,FBLN1,CCN2
MPO,APOA1,JAK2,PTPN6,BDKRB2
MPO,CAT,SH2D3C,GSN
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,NFKB1,GLUL
MPO,CAT,SH2D3C,GSN
MPO,LTF,MAPK15,WDR81,HFE
MPO,CAT,JUP,CDH8
MPO,APOA1,JAK2,PTPN6,KCND3,KCNIP2
MPO,APOA1,APOE,ST13,DCTN2,MARCKSL1
MPO,LTF,CEBPA,C1QBP
MPO,CAT,ABL1,WNK2
MPO,LTF,CHD4,EIF4G2,INPP5K
MPO,CAT,RAB14,TMED10
MPO,LTF,GSK3A,HNRNPU,KCNQ5
MPO,APOA1,JAK2,PTPN6,IL6ST,IL6R
MPO,LTF,SLITRK2,NRAS,MALL
MPO,CAT,PEX5,ZNF772,SERINC5
MPO,APOA1,ALB,RNF123,CA2
MPO,APOA1,JAK2,PTPN6,DLK1,SLC16A2
MPO,APOA1,JAK2,PTPN6,NTF3,NTRK3
MPO,ELANE,FKRP,SLC7A14
MPO,CAT,SH2D3C,GSN
MPO,PRTN3,TUBA4A,IQCN,SPINT2
MPO,ELANE,MIB2,CYLD
MPO,CAT,CCDC8,COPB1
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,NAXE,RHOA,YKT6
MPO,CAT,RAB14,TMED10
MPO,LTF,NTRK1,BAIAP2
MPO,PRTN3,SMAD3,LDLRAD4,PLGRKT
MPO,APOA1,JAK2,PTPN6,LILRB4
MPO,LTF,NTRK1,BAIAP2,GFRA3
MPO,APOA1,JAK2,PTPN6,NOD2
MPO,CAT,ABL1,WNK2
MPO,APOA1,APOB,MDM2,CD9
MPO,APOA1,APOE,ST13,RNF144A
MPO,APOA1,FN1,COL1A1,MMP16
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,APOB,MDM2,TMEM147
MPO,APOA1,JAK2,PTPN6,PIK3CD
MPO,CAT,ABL1,WNK2
MPO,CAT,RAB14,TMED10
MPO,LTF,NTRK1,BAIAP2,TUB
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,APOB,MDM2,SLC14A2
MPO,PRTN3,TUBA4A,IQCN,GPC3
MPO,LTF,GSK3A,HNRNPU,RGS10
MPO,LTF,PMEPA1,NCOR1,SLC22A11
MPO,LTF,CHD4,EIF4G2,CDSN
MPO,APOA1,JAK2,PTPN6,CLDN1
MPO,APOA1,FGA,FGG,SERPINB6
MPO,PRTN3,TUBB,EML1,ARAP1
MPO,CAT,HSPE1,WDR1
MPO,APOA1,JAK2
MPO,APOA1,JAK2,PTPN6,MYPN
MPO,LTF,CEBPA,C1QBP
MPO,APOA1,JAK2,PTPN6,CSF1R
MPO,PRTN3,SMAD3,LDLRAD4,TNFSF11
MPO,MPO-ANCA,ROS,SNCA,SIGMAR1,SLC31A2
MPO,APOA1,JAK2,PTPN6,SLC7A4
MPO,LTF,ZNF250,TRIM54,P2RY11
MPO,LTF,CHD4,EIF4G2,BTBD17
MPO,APOA1,PDE1A,PDE1C,CD74
MPO,APOA1,APOE,ST13,PLAU,PLAUR
MPO,MPO-ANCA,ROS,SNCA
MPO,LTF,ITLN1,DHRS7B,CERK
MPO,LTF,GSK3B,SMARCA2,PTGER2
MPO,APOA1,JAK2,PTPN6,SH2D3A,GSDMA
MPO,PRTN3,AGT,ACE2
MPO,LTF,S100A8,RPL35A,RAB29
MPO,CAT,RAB14,TMED10
MPO,LTF,NTRK1,BAIAP2,CLCN3,CNGA4
MPO,CAT,JUP,CDH8
MPO,LTF,GSK3A,HNRNPU,MC4R
MPO,LTF,NTRK1,BAIAP2,GJB2
MPO,APOA1,APOE,ST13,DCTN2,MARCKSL1
MPO,MPO-ANCA,ROS,SNCA,COP1,PNPLA2
MPO,APOA1,FBLN1,CCN2
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,NFKB1,GLUL
MPO,LTF,S100A8,RPL35A,ABHD12
MPO,CAT,CCDC8,COPB1
MPO,APOA1,JAK2,PTPN6,CHRNA7
MPO,APOA1,FBLN1,CCN2,LRFN3
MPO,APOA1,JAK2,PTPN6,EPN1
MPO,APOA1,JAK2,PTPN6,OPCML
MPO,LTF,NTRK1,BAIAP2,KCNB2
MPO,LTF,NTRK1
MPO,APOA1,JAK2,PTPN6,CD33
MPO,APOA1,FBLN1,CCN2,LY86,CD180
MPO,APOA1,JAK2,PTPN6,EXOC6
MPO,LTF,NTRK1,BAIAP2,INPP5J
MPO,APOA1,JAK2,PTPN6,STOM,STOML1
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,GSK3A,HNRNPU,SLC6A1
MPO,PRTN3,F2RL1
MPO,APOA1,JAK2,PTPN6,ADD2
MPO,APOA1,JAK2,PTPN6,SLC7A11
MPO,LTF,GSK3B,SMARCA2,HAUS7
MPO,APOA1,JAK2,PTPN6,HLA-C
MPO,APOA1,JAK2,PTPN6,PIK3CG
MPO,CAT,RAB14,TMED10
MPO,APOA1,JAK2,PTPN6,CLTC
MPO,LTF,FOXN3,RFX1,KCNF1
MPO,CAT,NFKB1,GLUL
MPO,LTF,S100A9,PPP2R2A,GCG
MPO,LTF,GSK3B,SMARCA2,HHIP
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,ABL1,WNK2
MPO,LTF,OASL,HSPA6,CFC1
MPO,APOA1,APOE,ST13,FLRT3
MPO,LTF,NTRK1,BAIAP2,ICAM5
MPO,APOA1,JAK2,PTPN6,BTLA
MPO,CAT,RAB14,TMED10,RAB3D
MPO,ELANE,FKRP,SLC7A14
MPO,APOA1,NAXE,RHOA,OSBPL3
MPO,LTF,GSK3B,SMARCA2,ACKR3
MPO,LTF,CEBPA,C1QBP
MPO,APOA1,FBLN7,TUBB2B,DUOX1,DUOXA1
MPO,APOA1,ALB,RNF123,PCDHB15
MPO,APOA1,FBLN1,CCN2
MPO,LTF,NTRK1,BAIAP2,ANKRD13A
MPO,LTF,NTRK1,BAIAP2,RAB3B
MPO,APOA1,JAK2,PTPN6,SSTR1
MPO,CAT,LRRK2,ZC3H15,XKRX
MPO,LTF,GSK3A,HNRNPU,CYTH1
MPO,ELANE,THBS1,PSG11
MPO,LTF,TMEM237,ARF6,UPK2
MPO,LTF,ITLN1,DHRS7B,GP5
MPO,LTF,PMEPA1,NCOR1,CDH15
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,ABL2,EPHB4
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,GSK3B,SMARCA2,RASGRP2
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,FBLN1,CCN2,ACVR2A
MPO,CAT,CCDC8,COPB1
MPO,LTF,NTRK1,BAIAP2,TRARG1
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,APOB,MDM2,MAGI3
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,NTRK1,BAIAP2,FANCG
MPO,CAT,NUDT12,EPS8L1
MPO,CAT,LRRK2,ZC3H15,SMPD2
MPO,LTF,NTRK1,BAIAP2,SERINC3
MPO,LTF,GSK3B,SMARCA2,PAK3
MPO,CAT,CCDC8,COPB1
MPO,LTF,S100A8,RPL35A,CXorf38,CDHR3
MPO,CAT,NFKB1,GLUL
MPO,APOA1,JAK2,PTPN6,AQP2
MPO,PRTN3,HSPA5,LOC102723407,ERVMER34-1
MPO,APOA1,JAK2,PTPN6,AMPH
MPO,LTF,NTRK1,BAIAP2,ABCG4
MPO,LTF,GSK3A,HNRNPU,LIN7B
MPO,PRTN3,SMAD3,LDLRAD4,SCN1B
MPO,APOA1,NAXE,RHOA,PTER,HYAL3
MPO,CAT,CCDC8,COPB1
MPO,LTF,OASL,HSPA6,CTSF
MPO,APOA1,NAXE,RHOA,MCF2L
MPO,CAT,ABL1,WNK2
MPO,LTF,GSK3A,HNRNPU,UNC5A
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,JAK2,PTPN6,GTF3C2,RASGEF1A
MPO,APOA1,APOE,ST13,CELSR3
MPO,CAT,JUP,CDH8
MPO,APOA1,JAK2,PTPN6,CLNS1A
MPO,LTF,PMEPA1,NCOR1,WNK3,SLC12A4
MPO,LTF,NTRK1,BAIAP2,GAS2L2
MPO,APOA1,JAK2,PTPN6,EFEMP2,SLC16A5
MPO,APOA1,FBLN1,CCN2,SLC22A4,SLC5A6
MPO,APOA1,ABCA1,AOX1,APBA2
MPO,APOA1,APOB,MDM2,MTFR1
MPO,LTF,CDK15,SQOR,LPP
MPO,ELANE,NOTCH2NLA,ZNF688,CBLIF,CUBN
MPO,LTF,GSK3A,HNRNPU,TRPV5
MPO,APOA1,FBLN1,CCN2,PLB1
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,S100A8,RPL35A,ATP10D
MPO,LTF,S100A8,RPL35A,CARMIL2
MPO,APOA1,FGA,FGG,JADE1
MPO,LTF,NTRK1,BAIAP2
MPO,ELANE,THBS1,PSG11
MPO,CAT,LRRK2,ZC3H15,TMEM87A
MPO,LTF,GSK3A,HNRNPU,CARD11
MPO,ELANE,SLPI,GRN
MPO,APOA1,FGA,FGG,MYO1B
MPO,APOA1,JAK2,PTPN6,NBEAL2
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,JAK2,PTPN6,CASK
MPO,LTF,GSK3B,SMARCA2,APOLD1
MPO,APOA1,JAK2,PTPN6,EFEMP2,SLC16A5
MPO,LTF,NTRK1,BAIAP2,CMYA5
MPO,LTF,NTRK1,BAIAP2,ARRDC1
MPO,APOA1,ABCA1,AOX1,DLGAP1
MPO,APOA1,FBLN1,CCN2
MPO,ELANE,ITIH2,LRRC4C
MPO,APOA1,FN1,COL1A1,GAS6,PCDHA3
MPO,CAT,CFTR,PSMA2,ATP6V0A4
MPO,PRTN3,TUBA4A,IQCN,PTP4A3
MPO,APOA1,APOB,MDM2,TRPM7
MPO,LTF,CHD4,EIF4G2,GAS8
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,JAK2,PTPN6,IL10RB
MPO,LTF,NTRK1,BAIAP2,NPY2R
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,CCDC8,COPB1
MPO,APOA1,FN1,COL1A1,CLINT1
MPO,CAT,RAB14,TMED10
MPO,LTF,S100A8,RPL35A,TRAK2
MPO,LTF,MAPK15,WDR81,ADA
MPO,LTF,NTRK1,BAIAP2,CYP2C19
MPO,LTF,CHD4,EIF4G2,SLC1A5
MPO,LTF,NTRK1,BAIAP2,PODXL2
MPO,CAT,PHYH,FAM9B,SYT17
MPO,LTF,NTRK1,BAIAP2
MPO,CAT,JUP,CDH8
MPO,LTF,NTRK1,BAIAP2,GPNMB
MPO,LTF,AEBP2,BTRC,SMPD3
MPO,LTF,NTRK1,BAIAP2,MRGPRD
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,NTRK1,BAIAP2,ENG
MPO,LTF,NTRK1,BAIAP2,PCDHA8
MPO,APOA1,JAK2,PTPN6,SPRY1
MPO,APOA1,APOE,ST13,PSG9
MPO,APOA1,JAK2,PTPN6,ATP4A
MPO,APOA1,JAK2,PTPN6,CDC42
MPO,APOA1,FBLN7,TUBB2B,GP9
MPO,LTF,GSK3A,HNRNPU,SLC6A9
MPO,APOA1,JAK2,PTPN6,CDC42BPB
MPO,CAT,ABL1,WNK2
MPO,LTF,NTRK1,BAIAP2,UNC80
MPO,LTF,ITLN1,DHRS7B,SLC19A3
MPO,CAT,ABL1,WNK2
MPO,CAT,CFTR,PSMA2,GOLM1
MPO,CAT,ABL1,WNK2
MPO,CAT,NFKB1,GLUL
MPO,LTF,CHD4,EIF4G2,RXFP2
MPO,LTF,GSK3A,HNRNPU,NKD1
MPO,LTF,GSK3A,HNRNPU,KCNAB2
MPO,APOA1,JAK2,PTPN6,HLA-G,KIR2DL4
MPO,APOA1,JAK2,PTPN6,HLA-DRB1
MPO,LTF,CHD3,ATAD5,MGLL
MPO,APOA1,NAXE,RHOA,STX8
MPO,CAT,NFKB1,GLUL
MPO,APOA1,JAK2,PTPN6,DDR1
MPO,LTF,GSK3A,HNRNPU,PLSCR3
MPO,LTF,SLITRK2,NRAS,TBC1D30
MPO,PRTN3,KLK3
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,NAXE,RHOA,ARHGAP19
MPO,APOA1,APOB,MDM2
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,CHD3,ATAD5,SYTL3
MPO,APOA1,JAK2,PTPN6,RHOBTB1,PXDNL
MPO,LTF,NDN,EID3,NSMF
MPO,LTF,S100A8,RPL35A,LAMTOR1
MPO,APOA1,ABCA1,AOX1,DLGAP2
MPO,APOA1,FGA,FGG
MPO,LTF,S100A8,RPL35A,CFAP95
MPO,LTF,S100A8,RPL35A,RAB17
MPO,LTF,GSK3A,HNRNPU,CRCP
MPO,LTF,ITLN1,DHRS7B,GP5,ADGRG6
MPO,LTF,ZNF250,TRIM54,VSTM4
MPO,CAT,ABL1,WNK2
MPO,LTF,GSK3A,HNRNPU,KLRK1,RAET1L
MPO,APOA1,JAK2,PTPN6,ARHGAP21
MPO,LTF,NTRK1,BAIAP2,GPA33
MPO,APOA1,JAK2,PTPN6,DENND2B
MPO,CAT,CCDC8,COPB1
MPO,APOA1,JAK2,PTPN6,NOS3
MPO,APOA1,APOE,ST13,RELN
MPO,APOA1,JAK2,PTPN6,ANXA2
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,JAK2,PTPN6,RNF5
MPO,CAT,NUDT12,EPS8L1
MPO,PRTN3,POTEE,AP4B1,JAML
MPO,APOA1,NAXE,RHOA,PIGU
MPO,LTF,GSK3B,SMARCA2,ABCA4
MPO,CAT,CCDC8,COPB1,SEMA4F
MPO,LTF,NTRK1,BAIAP2,SLC7A9
MPO,LTF,GSK3A,HNRNPU,CAMKV
MPO,APOA1,JAK2,PTPN6,SCARB1
MPO,APOA1,JAK2,PTPN6,ADCY3,CNGA3,CNGB3
MPO,LTF,FOXN3,RFX1,GDF5
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,PDE1A,PDE1C,ZNF397
MPO,CAT,ABL1,WNK2
MPO,LTF,MAPK15,WDR81,KIR2DL3
MPO,APOA1,JAK2,PTPN6,CDH11
MPO,APOA1,FN1,COL1A1,USP4
MPO,APOA1,ABCA1,AOX1,HTR2A
MPO,CAT,LRRK2,ZC3H15,GSDMD
MPO,LTF,GSK3B,SMARCA2,MILR1
MPO,APOA1,JAK2,PTPN6,CALM1
MPO,APOA1,FN1,COL1A1,APPL2
MPO,CAT,CFTR,PSMA2,SLC22A2,SLC47A1
MPO,LTF,CEBPA,C1QBP
MPO,APOA1,JAK2,PTPN6,SELPLG
MPO,APOA1,JAK2,PTPN6,SH2B3
MPO,CAT,ABL1,WNK2
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,JAK2,PTPN6,RYK
MPO,LTF,S100A8,RPL35A,DPP10
MPO,MPO-ANCA,ROS,SNCA,DMTN
MPO,LTF,GSK3A,HNRNPU,DYNC2H1
MPO,APOA1,JAK2,PTPN6,PPP1R13B
MPO,LTF,NTRK1,BAIAP2,GFRA1
MPO,LTF,NTRK1,BAIAP2,ARHGEF39
MPO,APOA1,FGA,FGG
MPO,LTF,NTRK1,BAIAP2,ABCB11
MPO,CAT,RAB14,TMED10,ADGRB2
MPO,APOA1,FBLN1,CCN2
MPO,APOA1,JAK2,PTPN6,SSTR3
MPO,LTF,NTRK1,BAIAP2
MPO,APOA1,FBLN1,CCN2,NTM,QRFPR
MPO,LTF,NTRK1,BAIAP2,CA4
MPO,APOA1,JAK2,PTPN6,PCDHB7
MPO,LTF,NTRK1,BAIAP2,MARCHF7
MPO,CAT,LRRK2,ZC3H15,ARL6IP5
MPO,LTF,NTRK1,BAIAP2,NMUR2
MPO,CAT,ABL1,WNK2
MPO,LTF,NTRK1,BAIAP2
MPO,LTF,NTRK1,BAIAP2,GNG4
MPO,APOA1,APOE,ST13,ZBTB38,ALX1,OR52L1
MPO,LTF,CEBPA,C1QBP
